,"('B', '_Time/us')","('B', '_Amplitude/mV')"
9244,184.88000000002955,-5.499846449660469
9245,184.90000000002956,-5.496473898838642
9246,184.92000000002955,-5.492552363214734
9247,184.94000000002958,-5.488083101388724
9248,184.96000000002957,-5.4830673506147125
9249,184.98000000002958,-5.477506326905673
9250,185.00000000002956,-5.471401225185779
9251,185.0200000000296,-5.4647532194876804
9252,185.04000000002958,-5.457563463196688
9253,185.0600000000296,-5.449833089340133
9254,185.08000000002957,-5.441563210922002
9255,185.1000000000296,-5.432754921304029
9256,185.1200000000296,-5.423409294629341
9257,185.1400000000296,-5.4135273862935644
9258,185.16000000002958,-5.403110233457577
9259,185.18000000002962,-5.392158855605627
9260,185.2000000000296,-5.380674255146477
9261,185.22000000002961,-5.368657418057579
9262,185.2400000000296,-5.3561093145714915
9263,185.26000000002963,-5.3430308999049005
9264,185.28000000002962,-5.3294231150294475
9265,185.30000000002963,-5.3152868874825145
9266,185.3200000000296,-5.3006231322200055
9267,185.34000000002965,-5.2854327525082265
9268,185.36000000002963,-5.269716640855257
9269,185.38000000002964,-5.253475679981669
9270,185.40000000002962,-5.23671074382864
9271,185.42000000002966,-5.219422698604525
9272,185.44000000002964,-5.201612403867233
9273,185.46000000002965,-5.183280713643546
9274,185.48000000002963,-5.1644284775841856
9275,185.50000000002967,-5.1450565421520364
9276,185.52000000002965,-5.125165751846496
9277,185.54000000002966,-5.104756950459179
9278,185.56000000002965,-5.083830982363208
9279,185.58000000002968,-5.0623886938333875
9280,185.60000000002967,-5.040430934397335
9281,185.62000000002968,-5.017958558217415
9282,185.64000000002966,-4.9949724254994425
9283,185.6600000000297,-4.971473403932461
9284,185.68000000002968,-4.947462370153231
9285,185.7000000000297,-4.9229402112389495
9286,185.72000000002967,-4.897907826224056
9287,185.7400000000297,-4.872366127641824
9288,185.7600000000297,-4.846316043090306
9289,185.7800000000297,-4.819758516819114
9290,185.80000000002968,-4.7926945113395565
9291,185.82000000002972,-4.765125009053459
9292,185.8400000000297,-4.737051013902925
9293,185.86000000002971,-4.708473553037601
9294,185.8800000000297,-4.679393678499753
9295,185.90000000002973,-4.649812468925252
9296,185.92000000002972,-4.619731031260044
9297,185.94000000002973,-4.589150502491201
9298,185.9600000000297,-4.558072051389639
9299,185.98000000002975,-4.526496880266366
9300,186.00000000002973,-4.494426226738295
9301,186.02000000002974,-4.461861365504568
9302,186.04000000002972,-4.42880361013099
9303,186.06000000002976,-4.395254314841554
9304,186.08000000002974,-4.36121487631706
9305,186.10000000002975,-4.3266867354979635
9306,186.12000000002976,-4.291671379391442
9307,186.14000000002977,-4.256170342881447
9308,186.16000000002975,-4.220185210539889
9309,186.18000000002976,-4.183717618437885
9310,186.20000000002977,-4.146769255957589
9311,186.22000000002978,-4.109341867599789
9312,186.24000000002977,-4.071437254790396
9313,186.26000000002978,-4.033057277681372
9314,186.2800000000298,-3.9942038569455978
9315,186.3000000000298,-3.954878975566482
9316,186.32000000002978,-3.915084680618075
9317,186.3400000000298,-3.8748230850361125
9318,186.3600000000298,-3.834096369379568
9319,186.3800000000298,-3.792906783579057
9320,186.4000000000298,-3.7512566486740315
9321,186.4200000000298,-3.709148358534225
9322,186.4400000000298,-3.6665843815670622
9323,186.46000000002982,-3.6235672624081388
9324,186.4800000000298,-3.580099623593416
9325,186.50000000002981,-3.536184167214054
9326,186.52000000002982,-3.491823676549764
9327,186.54000000002983,-3.447021017681075
9328,186.56000000002982,-3.4017791410804077
9329,186.58000000002983,-3.356101083177909
9330,186.60000000002984,-3.3099899679038813
9331,186.62000000002985,-3.263449008204375
9332,186.64000000002983,-3.216481507530233
9333,186.66000000002984,-3.1690908612979856
9334,186.68000000002985,-3.1212805583212093
9335,186.70000000002986,-3.0730541822114783
9336,186.72000000002984,-3.0244154127478153
9337,186.74000000002985,-2.9753680272136256
9338,186.76000000002986,-2.925915901699563
9339,186.78000000002987,-2.8760630123722497
9340,186.80000000002985,-2.8258134367064214
