,"('A', '_Time/us')","('A', '_Amplitude/mV')"
5120,102.40000000001636,-13.360817382935148
5121,102.42000000001637,-13.606751658086415
5122,102.44000000001637,-13.85233692410688
5123,102.46000000001638,-14.0975692150255
5124,102.48000000001637,-14.342444575245418
5125,102.50000000001639,-14.586959059593356
5126,102.52000000001638,-14.831108733369394
5127,102.54000000001639,-15.07488967239589
5128,102.56000000001639,-15.318297963066367
5129,102.5800000000164,-15.561329702394097
5130,102.6000000000164,-15.803980998060387
5131,102.6200000000164,-16.046247968462573
5132,102.6400000000164,-16.28812674276166
5133,102.66000000001641,-16.52961346092969
5134,102.6800000000164,-16.77070427379692
5135,102.70000000001642,-17.01139534309851
5136,102.72000000001641,-17.25168284152122
5137,102.74000000001642,-17.491562952749526
5138,102.76000000001642,-17.731031871511437
5139,102.78000000001643,-17.97008580362458
5140,102.80000000001642,-18.20872096604099
5141,102.82000000001644,-18.44693358689255
5142,102.84000000001643,-18.684719905535797
5143,102.86000000001644,-18.92207617259617
5144,102.88000000001644,-19.158998650012485
5145,102.90000000001645,-19.395483611080675
5146,102.92000000001644,-19.6315273404974
5147,102.94000000001645,-19.867126134403758
5148,102.96000000001645,-20.10227630042782
5149,102.98000000001646,-20.336974157727806
5150,103.00000000001646,-20.571216037034482
5151,103.02000000001647,-20.804998280693184
5152,103.04000000001646,-21.03831724270615
5153,103.06000000001647,-21.27116928877367
5154,103.08000000001647,-21.503550796335833
5155,103.10000000001648,-21.735458154613447
5156,103.12000000001647,-21.966887764648853
5157,103.14000000001649,-22.197836039346416
5158,103.1600000000165,-22.428299403512884
5159,103.18000000001649,-22.658274293897108
5160,103.2000000000165,-22.887757159229967
5161,103.2200000000165,-23.116744460263586
5162,103.24000000001651,-23.345232669810564
5163,103.2600000000165,-23.573218272782714
5164,103.28000000001651,-23.800697766229764
5165,103.30000000001651,-24.02766765937748
5166,103.32000000001652,-24.254124473665676
5167,103.34000000001652,-24.48006474278614
5168,103.36000000001653,-24.705485012719848
5169,103.38000000001652,-24.930381841774306
5170,103.40000000001653,-25.15475180062036
5171,103.42000000001653,-25.378591472328896
5172,103.44000000001654,-25.601897452407083
5173,103.46000000001654,-25.824666348834636
5174,103.48000000001655,-26.04689478209942
5175,103.50000000001654,-26.268579385233163
5176,103.52000000001655,-26.489716803846594
5177,103.54000000001655,-26.710303696164512
5178,103.56000000001656,-26.930336733060557
